Month,TOTAL CONSTRUCTION,PRIVATE CONSTRUCTION,RESIDENTIAL BUILDINGS,NEW HOUSING UNITS,1 UNIT,2 OR MORE UNITS,IMPROVEMENTS,NONRESIDENTIAL BUILDINGS,INDUSTRIAL,OFFICE,"HOTELS, MOTELS",OTHER COMMERCIAL,RELIGIOUS,EDUCATIONAL,HOSPITAL AND INSTITUTIONAL,MISCELLANEOUS,FARM NONRESIDENTIAL,PUBLIC UTILITIES,TELECOMMUNICATIONS,RAILROAD,ELECTRIC LIGHT AND POWER,GAS,PETROLEUM PIPELINES,ALL OTHER PRIVATE,PUBLIC CONSTRUCTION,BUILDINGS,HOUSING AND REDEVELOPMENT,INDUSTRIAL,EDUCATIONAL,HOSPITAL,OTHER,HIGHWAYS AND STREETS,MILITARY FACILITIES,CONSERVATION AND DEVELOPMENT,OTHER PUBLIC CONSTRUCTION,SEWER SYSTEMS,WATER SUPPLY FACILITIES,MISCELLANEOUS NONBUILDING
1/1/64,4847,3622,2043,1648,1183,465,(NA),1122,309,0,130,367,72,62,85,98,(NA),(NA),87,(NA),(NA),(NA),(NA),20,1225,479,40,17,262,34,126,338,72,123,213,88,58,67
2/1/64,4510,3416,1853,1519,1101,418,(NA),1118,302,0,121,378,66,56,89,107,(NA),(NA),92,(NA),(NA),(NA),(NA),21,1094,469,38,18,244,34,135,257,60,115,193,85,51,57
3/1/64,5325,3966,2259,1774,1307,467,(NA),1215,347,0,117,412,76,54,104,107,(NA),(NA),104,(NA),(NA),(NA),(NA),23,1360,519,39,16,282,36,146,422,65,113,241,94,76,71
4/1/64,5996,4380,2442,1895,1389,506,(NA),1386,396,0,121,486,83,65,113,122,(NA),(NA),111,(NA),(NA),(NA),(NA),26,1616,611,42,19,320,41,189,530,66,127,282,107,94,81
5/1/64,6353,4616,2602,2034,1503,531,(NA),1428,409,0,128,522,78,72,117,102,(NA),(NA),111,(NA),(NA),(NA),(NA),30,1737,609,45,18,340,41,165,626,76,126,300,117,92,91
6/1/64,6954,4936,2793,2201,1616,585,(NA),1516,426,0,132,556,93,82,124,104,(NA),(NA),118,(NA),(NA),(NA),(NA),36,2018,687,47,23,369,41,207,759,75,176,321,133,83,105
7/1/64,7257,5175,2962,2299,1679,620,(NA),1581,456,0,135,585,97,81,139,89,(NA),(NA),112,(NA),(NA),(NA),(NA),39,2082,652,50,17,390,43,152,859,65,163,343,144,82,117
8/1/64,7284,5242,3027,2315,1699,616,(NA),1584,458,0,140,595,96,78,142,76,(NA),(NA),101,(NA),(NA),(NA),(NA),35,2042,641,55,18,368,42,158,818,88,162,333,135,82,116
9/1/64,7029,5077,2825,2264,1669,595,(NA),1605,477,0,141,584,99,76,147,81,(NA),(NA),117,(NA),(NA),(NA),(NA),31,1952,616,57,21,331,41,166,755,91,175,315,119,83,113
10/1/64,6975,5067,2750,2208,1637,571,(NA),1651,468,0,135,626,103,75,163,80,(NA),(NA),122,(NA),(NA),(NA),(NA),26,1907,604,58,20,309,40,177,716,103,178,306,110,84,112
11/1/64,6620,4905,2663,2125,1569,556,(NA),1605,475,0,128,631,92,61,137,82,(NA),(NA),113,(NA),(NA),(NA),(NA),26,1715,565,53,19,293,39,161,621,89,151,289,101,83,105
12/1/64,5947,4490,2306,1816,1297,519,(NA),1572,505,0,121,588,91,63,125,80,(NA),(NA),126,(NA),(NA),(NA),(NA),25,1456,546,43,18,282,37,166,432,60,141,277,92,88,97
1/1/65,5113,3817,1962,1574,1144,430,(NA),1338,387,0,122,482,81,53,139,75,(NA),(NA),78,(NA),(NA),(NA),(NA),26,1296,500,37,20,265,36,142,355,54,126,261,84,87,90
2/1/65,4782,3613,1760,1411,1033,378,(NA),1339,426,0,118,468,64,50,132,81,(NA),(NA),98,(NA),(NA),(NA),(NA),26,1169,479,33,16,247,35,148,276,46,123,245,76,86,83
3/1/65,5712,4254,2159,1641,1229,412,(NA),1515,508,0,117,533,78,57,127,97,(NA),(NA),127,(NA),(NA),(NA),(NA),28,1458,547,39,20,302,41,145,440,59,136,276,91,82,103
4/1/65,6339,4658,2362,1818,1362,456,(NA),1675,528,0,121,608,107,61,136,116,(NA),(NA),121,(NA),(NA),(NA),(NA),31,1680,606,39,18,354,47,148,550,64,151,309,103,87,119
5/1/65,6925,5059,2560,2021,1519,502,(NA),1845,626,0,134,638,112,69,132,135,(NA),(NA),121,(NA),(NA),(NA),(NA),36,1866,657,45,19,376,48,169,648,74,162,325,105,102,118
6/1/65,7486,5367,2752,2209,1651,558,(NA),1912,639,0,139,665,112,72,138,147,(NA),(NA),132,(NA),(NA),(NA),(NA),36,2119,711,58,24,393,44,192,777,79,209,343,105,128,110
7/1/65,7697,5522,2973,2318,1741,577,(NA),1852,594,0,140,649,115,89,125,140,(NA),(NA),127,(NA),(NA),(NA),(NA),36,2175,698,57,17,414,46,164,880,72,163,362,108,144,110
8/1/65,7932,5730,3066,2334,1761,573,(NA),1967,618,0,142,724,113,95,124,151,(NA),(NA),128,(NA),(NA),(NA),(NA),31,2201,722,58,17,407,46,194,854,79,192,354,107,135,112
9/1/65,7833,5659,2887,2288,1731,557,(NA),2073,680,0,141,759,124,84,142,144,(NA),(NA),121,(NA),(NA),(NA),(NA),36,2174,724,59,19,395,46,205,815,86,203,346,107,119,120
10/1/65,7791,5647,2779,2231,1685,546,(NA),2137,691,0,139,789,124,81,140,173,(NA),(NA),132,(NA),(NA),(NA),(NA),40,2144,732,64,24,388,45,211,791,77,205,339,107,110,122
11/1/65,7491,5512,2665,2146,1620,526,(NA),2119,700,0,134,812,126,75,139,134,(NA),(NA),140,(NA),(NA),(NA),(NA),43,1979,698,60,17,373,43,205,687,83,194,317,102,100,115
12/1/65,6787,5127,2311,1856,1364,492,(NA),2121,787,0,131,739,108,76,129,151,(NA),(NA),138,(NA),(NA),(NA),(NA),47,1661,679,54,17,370,43,195,477,57,155,293,100,86,107
1/1/66,5826,4317,2025,1667,1242,425,(NA),1686,597,0,128,578,80,72,121,111,(NA),(NA),95,(NA),(NA),(NA),(NA),47,1509,651,48,18,355,40,190,393,48,145,272,96,77,99
2/1/66,5426,4076,1821,1497,1123,374,(NA),1644,608,0,123,515,82,68,123,125,(NA),(NA),118,(NA),(NA),(NA),(NA),51,1351,619,44,15,340,38,182,307,46,128,251,91,68,92
3/1/66,6486,4795,2247,1744,1339,405,(NA),1885,691,0,118,616,85,80,145,150,(NA),(NA),130,(NA),(NA),(NA),(NA),49,1691,658,49,17,384,41,167,520,63,160,290,101,86,103
4/1/66,7028,5102,2405,1903,1449,454,(NA),1975,765,0,117,629,91,89,131,155,(NA),(NA),129,(NA),(NA),(NA),(NA),49,1926,700,50,13,434,43,160,669,62,173,322,111,98,113
5/1/66,7295,5237,2510,2035,1554,481,(NA),1978,765,0,123,618,95,93,146,138,(NA),(NA),128,(NA),(NA),(NA),(NA),43,2058,742,49,27,457,44,165,764,52,180,320,113,95,112
6/1/66,7745,5506,2585,2129,1619,510,(NA),2113,841,0,130,664,109,98,128,144,(NA),(NA),151,(NA),(NA),(NA),(NA),37,2239,787,57,14,479,42,195,876,70,206,300,111,85,104
7/1/66,8018,5725,2799,2084,1612,472,(NA),2122,855,0,134,686,99,97,123,128,(NA),(NA),134,(NA),(NA),(NA),(NA),36,2293,769,53,15,502,40,159,972,60,195,297,112,82,103
8/1/66,8253,5952,2917,2024,1560,464,(NA),2207,849,0,136,739,111,107,133,132,(NA),(NA),149,(NA),(NA),(NA),(NA),35,2301,777,57,18,499,42,161,931,68,210,315,114,87,114
9/1/66,8127,5831,2738,1925,1476,449,(NA),2274,858,0,131,757,119,105,158,148,(NA),(NA),140,(NA),(NA),(NA),(NA),34,2296,789,62,21,492,47,167,869,73,211,354,120,98,136
10/1/66,7729,5457,2454,1779,1352,427,(NA),2156,808,0,127,728,122,97,155,119,(NA),(NA),140,(NA),(NA),(NA),(NA),34,2272,796,64,17,488,46,181,828,63,212,373,122,103,148
11/1/66,7321,5218,2233,1644,1240,404,(NA),2157,836,0,125,716,118,85,145,132,(NA),(NA),144,(NA),(NA),(NA),(NA),36,2103,756,63,17,463,46,167,729,64,204,350,112,97,141
12/1/66,6499,4690,1877,1380,1002,378,(NA),2040,790,0,120,687,95,90,129,129,(NA),(NA),151,(NA),(NA),(NA),(NA),33,1809,717,59,18,440,42,158,547,58,170,317,97,90,130
1/1/67,5753,4102,1637,1265,921,344,(NA),1814,678,0,113,606,93,81,124,119,(NA),(NA),103,(NA),(NA),(NA),(NA),34,1651,681,55,19,416,39,152,463,46,163,298,89,85,124
2/1/67,5321,3852,1495,1173,854,319,(NA),1716,660,0,107,560,78,74,112,126,(NA),(NA),116,(NA),(NA),(NA),(NA),28,1469,634,53,14,390,37,140,378,42,140,275,80,79,116
3/1/67,6152,4323,1857,1357,1044,313,(NA),1744,647,0,106,584,74,82,119,132,(NA),(NA),139,(NA),(NA),(NA),(NA),31,1829,728,61,16,447,44,160,560,42,162,337,82,105,150
4/1/67,6840,4750,2157,1493,1177,316,(NA),1816,635,0,106,637,89,93,121,135,(NA),(NA),128,(NA),(NA),(NA),(NA),31,2090,811,71,17,504,49,170,686,44,161,388,83,127,178
5/1/67,7403,5185,2435,1690,1354,336,(NA),1915,683,0,108,680,86,97,127,134,(NA),(NA),139,(NA),(NA),(NA),(NA),37,2218,855,67,19,528,53,188,767,46,171,379,85,122,172
6/1/67,7820,5469,2655,1892,1528,364,(NA),1927,704,0,110,657,92,107,127,131,(NA),(NA),152,(NA),(NA),(NA),(NA),42,2350,895,58,23,555,52,207,868,59,180,348,89,107,152
7/1/67,8102,5649,2778,2041,1651,390,(NA),1980,738,0,111,675,94,107,130,127,(NA),(NA),134,(NA),(NA),(NA),(NA),47,2453,913,56,22,579,54,202,951,62,188,339,91,103,145
8/1/67,8208,5791,2865,2138,1720,418,(NA),2015,722,0,113,678,109,121,132,139,(NA),(NA),143,(NA),(NA),(NA),(NA),46,2416,895,57,18,557,57,206,907,69,199,346,92,104,150
9/1/67,8197,5785,2742,2180,1738,442,(NA),2131,807,0,114,711,108,108,135,148,(NA),(NA),140,(NA),(NA),(NA),(NA),44,2412,888,61,23,532,63,209,891,72,199,362,96,109,157
10/1/67,8212,5859,2799,2202,1732,470,(NA),2109,745,0,118,752,103,99,145,148,(NA),(NA),148,(NA),(NA),(NA),(NA),37,2353,867,63,25,509,63,207,847,71,201,367,96,110,161
11/1/67,7968,5792,2817,2195,1693,502,(NA),2043,673,0,121,767,105,91,135,151,(NA),(NA),150,(NA),(NA),(NA),(NA),35,2176,842,60,29,490,59,204,710,73,194,357,91,105,161
12/1/67,7245,5286,2499,1915,1405,510,(NA),1908,709,0,119,650,87,87,128,128,(NA),(NA),146,(NA),(NA),(NA),(NA),42,1960,814,47,24,481,67,195,563,69,166,348,84,114,150
1/1/68,6484,4719,2149,1726,1227,499,(NA),1703,635,0,96,592,85,99,139,57,(NA),(NA),104,(NA),(NA),(NA),(NA),44,1765,769,42,27,459,64,177,471,55,141,329,77,112,140
2/1/68,6136,4525,1977,1625,1141,484,(NA),1667,584,0,96,612,80,98,138,59,(NA),(NA),120,(NA),(NA),(NA),(NA),50,1612,725,35,25,436,62,167,381,51,142,313,71,110,132
3/1/68,7064,5118,2413,1881,1386,495,(NA),1791,639,0,97,649,83,109,153,62,(NA),(NA),140,(NA),(NA),(NA),(NA),48,1946,803,56,26,472,59,190,575,49,154,365,94,121,150
4/1/68,7832,5584,2724,2070,1543,527,(NA),1950,690,0,100,740,87,112,154,67,(NA),(NA),119,(NA),(NA),(NA),(NA),48,2247,873,78,25,510,58,202,758,52,155,409,114,131,164
5/1/68,8334,5863,2953,2247,1690,557,(NA),1976,693,0,107,751,95,114,153,65,(NA),(NA),132,(NA),(NA),(NA),(NA),44,2472,934,83,30,546,59,216,889,63,164,422,118,134,170
6/1/68,8504,5956,3051,2371,1778,593,(NA),1942,657,0,106,768,107,105,140,58,(NA),(NA),141,(NA),(NA),(NA),(NA),50,2548,907,63,46,540,54,204,955,59,186,441,157,119,165
7/1/68,8755,6159,3236,2467,1842,625,(NA),1921,646,0,105,775,101,98,133,62,(NA),(NA),156,(NA),(NA),(NA),(NA),54,2596,876,54,27,551,53,191,1054,55,154,457,177,114,166
8/1/68,9044,6441,3359,2518,1866,652,(NA),2099,732,0,112,827,106,107,152,63,(NA),(NA),148,(NA),(NA),(NA),(NA),48,2604,877,57,33,540,53,194,1015,77,172,463,179,113,171
9/1/68,9123,6425,3276,2540,1870,670,(NA),2164,770,0,121,854,94,113,155,57,(NA),(NA),147,(NA),(NA),(NA),(NA),49,2698,937,63,29,553,56,236,949,79,185,548,201,159,188
10/1/68,8982,6517,3206,2554,1868,686,(NA),2307,817,0,127,924,112,106,168,55,(NA),(NA),172,(NA),(NA),(NA),(NA),46,2465,892,64,27,519,60,222,838,95,189,451,133,162,156
11/1/68,8868,6332,3105,2513,1805,708,(NA),2235,818,0,128,867,99,105,171,48,(NA),(NA),161,(NA),(NA),(NA),(NA),48,2535,881,65,30,509,59,218,924,82,173,475,137,136,202
12/1/68,7697,5747,2723,2211,1504,707,(NA),2056,812,0,122,744,86,91,159,41,(NA),(NA),164,(NA),(NA),(NA),(NA),44,1950,798,86,27,426,61,198,512,91,158,391,93,103,195
1/1/69,7196,5343,2501,2098,1396,702,(NA),1942,710,0,117,730,73,94,160,58,(NA),(NA),129,(NA),(NA),(NA),(NA),38,1854,783,80,30,421,57,194,509,67,128,367,90,125,153
2/1/69,6950,5109,2342,1971,1273,698,(NA),1881,672,0,114,712,78,87,169,48,(NA),(NA),134,(NA),(NA),(NA),(NA),32,1841,850,98,27,431,57,237,445,61,118,367,98,118,151
3/1/69,7776,5706,2786,2212,1492,720,(NA),1995,723,0,113,767,77,87,166,60,(NA),(NA),164,(NA),(NA),(NA),(NA),34,2070,943,119,29,457,60,278,537,71,136,384,116,104,164
4/1/69,8484,6152,3088,2354,1595,759,(NA),2120,747,0,113,813,92,96,192,68,(NA),(NA),169,(NA),(NA),(NA),(NA),36,2332,991,111,30,515,61,274,693,78,142,428,119,126,183
5/1/69,9130,6593,3351,2544,1754,790,(NA),2259,790,0,119,880,91,99,202,79,(NA),(NA),175,(NA),(NA),(NA),(NA),56,2537,1041,85,33,611,65,248,819,83,147,447,144,114,189
6/1/69,9486,6824,3469,2698,1873,825,(NA),2322,807,0,123,924,81,102,205,80,(NA),(NA),186,(NA),(NA),(NA),(NA),77,2662,1044,60,38,572,67,307,913,85,188,431,106,133,192
7/1/69,9749,7124,3601,2744,1909,835,(NA),2453,844,0,126,994,86,103,225,75,(NA),(NA),189,(NA),(NA),(NA),(NA),86,2625,995,75,29,517,74,301,944,64,145,477,121,126,231
8/1/69,9872,7225,3645,2711,1873,838,(NA),2506,839,0,133,1013,100,114,226,82,(NA),(NA),193,(NA),(NA),(NA),(NA),87,2646,923,73,29,510,67,245,1061,79,148,435,115,105,215
9/1/69,9951,7298,3513,2659,1816,843,(NA),2690,903,0,130,1112,104,118,239,83,(NA),(NA),207,(NA),(NA),(NA),(NA),85,2653,961,88,29,499,83,262,1020,82,169,420,116,117,187
10/1/69,9396,7028,3276,2595,1740,855,(NA),2643,887,0,130,1101,96,101,247,81,(NA),(NA),225,(NA),(NA),(NA),(NA),75,2369,855,82,29,448,65,231,889,75,172,378,114,104,160
11/1/69,9027,6667,3045,2486,1637,849,(NA),2526,830,0,128,1055,91,98,241,84,(NA),(NA),203,(NA),(NA),(NA),(NA),74,2360,911,95,27,472,82,236,822,66,151,411,124,90,197
12/1/69,7927,6082,2597,2151,1337,814,(NA),2405,848,0,123,966,76,85,229,78,(NA),(NA),229,(NA),(NA),(NA),(NA),61,1845,768,80,28,415,65,180,600,68,136,273,81,74,117
1/1/70,7146,5399,2354,1917,1145,772,(NA),2057,666,0,118,840,70,77,221,66,(NA),(NA),156,(NA),(NA),(NA),(NA),58,1748,783,77,25,444,71,166,483,56,115,311,93,81,138
2/1/70,7048,5277,2217,1746,1018,728,(NA),2057,645,0,117,847,73,80,224,72,(NA),(NA),176,(NA),(NA),(NA),(NA),59,1770,790,75,23,412,70,211,504,49,118,311,94,81,135
3/1/70,7837,5912,2627,1925,1196,729,(NA),2223,715,0,119,921,80,80,232,76,(NA),(NA),220,(NA),(NA),(NA),(NA),61,1925,822,118,24,407,75,199,579,47,127,349,113,82,154
4/1/70,8361,6276,2857,2027,1288,739,(NA),2320,798,0,120,916,77,88,254,68,(NA),(NA),237,(NA),(NA),(NA),(NA),59,2085,854,82,24,440,71,237,675,50,147,359,105,86,168
5/1/70,8888,6523,3033,2151,1408,743,(NA),2366,794,0,124,956,87,92,232,82,(NA),(NA),238,(NA),(NA),(NA),(NA),63,2366,863,89,27,463,71,213,904,58,146,395,109,87,200
6/1/70,9419,6784,3130,2306,1544,762,(NA),2466,822,0,128,1016,85,91,245,80,(NA),(NA),274,(NA),(NA),(NA),(NA),70,2635,939,102,36,493,67,241,984,69,180,463,164,96,203
7/1/70,9570,6861,3238,2433,1642,791,(NA),2393,806,0,126,963,87,81,255,76,(NA),(NA),278,(NA),(NA),(NA),(NA),82,2709,885,87,16,507,64,212,1139,45,166,474,180,97,198
8/1/70,9875,7046,3323,2512,1695,817,(NA),2505,841,0,120,1025,94,85,264,77,(NA),(NA),269,(NA),(NA),(NA),(NA),79,2829,972,86,27,544,67,247,1133,75,185,464,149,97,218
9/1/70,9717,7053,3261,2548,1714,834,(NA),2533,841,0,126,1051,86,85,261,84,(NA),(NA),280,(NA),(NA),(NA),(NA),97,2664,903,92,29,487,73,223,1061,72,192,435,140,94,202
10/1/70,9629,7133,3345,2576,1719,857,(NA),2523,838,0,127,1046,89,88,258,77,(NA),(NA),284,(NA),(NA),(NA),(NA),104,2497,804,49,30,459,68,198,983,70,187,453,129,91,233
11/1/70,9526,7007,3361,2563,1694,869,(NA),2394,788,0,121,999,79,81,250,76,(NA),(NA),270,(NA),(NA),(NA),(NA),102,2520,977,107,25,525,72,248,850,66,181,446,142,104,200
12/1/70,8873,6711,3118,2355,1478,877,(NA),2333,763,0,113,980,82,84,243,68,(NA),(NA),286,(NA),(NA),(NA),(NA),112,2162,882,142,31,439,71,201,687,61,165,367,126,98,143
1/1/71,7958,6038,2814,2243,1370,873,(NA),2095,657,0,107,873,71,81,235,73,(NA),(NA),188,(NA),(NA),(NA),(NA),94,1920,818,88,30,398,69,233,556,64,145,337,120,69,147
2/1/71,7803,5804,2640,2160,1301,859,(NA),2013,627,0,103,854,61,66,231,71,(NA),(NA),209,(NA),(NA),(NA),(NA),97,1999,847,92,26,412,80,237,609,55,132,357,119,68,170
3/1/71,8672,6521,3134,2502,1616,886,(NA),2177,661,0,102,961,69,77,251,57,(NA),(NA),270,(NA),(NA),(NA),(NA),86,2150,830,98,29,405,85,214,710,60,163,387,145,72,170
4/1/71,9664,7302,3673,2801,1867,934,(NA),2396,709,0,116,1064,75,86,277,70,(NA),(NA),281,(NA),(NA),(NA),(NA),80,2362,924,106,29,453,76,260,780,63,168,428,155,76,197
5/1/71,10403,7766,4141,3141,2149,992,(NA),2403,682,0,117,1086,70,93,277,78,(NA),(NA),255,(NA),(NA),(NA),(NA),76,2637,991,97,37,497,81,279,959,73,167,448,156,93,200
6/1/71,10998,8252,4450,3457,2402,1055,(NA),2533,656,0,123,1194,69,96,314,81,(NA),(NA),281,(NA),(NA),(NA),(NA),76,2746,952,104,45,464,70,269,1119,76,184,415,173,80,161
7/1/71,11301,8533,4658,3679,2560,1119,(NA),2622,666,0,125,1293,67,99,289,83,(NA),(NA),230,(NA),(NA),(NA),(NA),87,2768,947,81,25,503,78,260,1092,83,218,428,174,90,164
8/1/71,11594,8766,4807,3819,2638,1181,(NA),2676,605,0,133,1379,77,106,287,89,(NA),(NA),259,(NA),(NA),(NA),(NA),85,2829,1026,82,34,523,83,305,1067,89,192,454,181,96,177
9/1/71,11401,8657,4762,3862,2640,1222,(NA),2602,602,0,131,1293,80,106,307,84,(NA),(NA),252,(NA),(NA),(NA),(NA),88,2744,960,83,35,502,93,247,1094,77,196,418,156,95,167
10/1/71,11410,8630,4697,3839,2592,1247,(NA),2651,658,0,143,1299,77,99,288,87,(NA),(NA),250,(NA),(NA),(NA),(NA),79,2780,988,94,40,495,82,277,1075,90,194,434,179,97,158
11/1/71,11157,8513,4597,3776,2523,1253,(NA),2628,615,0,151,1306,77,101,299,79,(NA),(NA),260,(NA),(NA),(NA),(NA),72,2643,1044,118,40,447,104,335,936,87,189,387,140,91,155
12/1/71,10053,7933,4140,3390,2147,1243,(NA),2512,619,0,152,1217,75,94,286,70,(NA),(NA),270,(NA),(NA),(NA),(NA),73,2120,896,93,33,462,82,226,661,84,150,330,131,69,130
1/1/72,9447,7397,3858,3234,1993,1241,(NA),2359,521,536,154,650,72,92,270,64,(NA),(NA),195,(NA),(NA),(NA),(NA),76,2050,875,89,31,414,90,251,585,76,152,361,141,86,135
2/1/72,9254,7187,3722,3148,1883,1265,(NA),2257,472,503,145,655,67,82,269,64,(NA),(NA),220,(NA),(NA),(NA),(NA),82,2067,898,65,29,433,81,290,552,69,149,398,144,97,157
3/1/72,10242,8076,4339,3602,2274,1328,(NA),2462,525,542,148,704,72,85,307,81,(NA),(NA),268,(NA),(NA),(NA),(NA),85,2166,841,64,32,422,93,230,632,84,166,443,154,93,197
4/1/72,10884,8610,4751,3815,2452,1363,(NA),2583,551,557,155,764,64,93,316,84,(NA),(NA),244,(NA),(NA),(NA),(NA),87,2275,853,61,31,413,89,258,797,74,159,392,124,85,183
5/1/72,11828,9215,5145,4108,2716,1392,(NA),2730,566,557,167,870,77,98,313,82,(NA),(NA),284,(NA),(NA),(NA),(NA),85,2614,927,67,34,439,88,298,978,85,185,439,145,94,200
6/1/72,12324,9607,5433,4404,2971,1433,(NA),2800,599,573,189,862,75,99,323,80,(NA),(NA),301,(NA),(NA),(NA),(NA),86,2716,939,72,34,466,83,283,1010,97,255,416,163,81,172
7/1/72,12318,9690,5605,4579,3113,1466,(NA),2734,573,531,200,866,72,97,309,87,(NA),(NA),268,(NA),(NA),(NA),(NA),83,2629,920,94,32,452,84,258,1013,102,151,442,144,122,176
8/1/72,12910,10046,5763,4723,3230,1493,(NA),2904,598,581,211,905,83,119,318,90,(NA),(NA),298,(NA),(NA),(NA),(NA),75,2864,1029,78,32,573,73,272,1100,87,194,454,159,81,214
9/1/72,12936,10059,5749,4795,3281,1514,(NA),2925,577,599,202,948,82,106,306,105,(NA),(NA),288,(NA),(NA),(NA),(NA),72,2877,1036,62,31,567,77,298,1091,99,207,445,143,87,215
10/1/72,12989,10119,5716,4796,3238,1558,(NA),2982,571,640,200,935,89,109,333,104,(NA),(NA),310,(NA),(NA),(NA),(NA),73,2870,1089,73,34,522,91,369,1042,101,212,426,130,104,192
11/1/72,12424,9893,5611,4719,3125,1594,(NA),2857,574,604,194,865,82,93,339,105,(NA),(NA),309,(NA),(NA),(NA),(NA),72,2531,949,71,34,508,76,261,911,109,181,381,132,84,165
12/1/72,11569,9198,5001,4173,2573,1600,(NA),2783,604,620,194,790,73,89,321,91,(NA),(NA),317,(NA),(NA),(NA),(NA),65,2371,995,77,34,508,82,294,716,104,161,396,123,62,211
1/1/73,10834,8618,4609,3909,2362,1547,(NA),2632,598,557,180,784,67,82,283,82,(NA),(NA),223,(NA),(NA),(NA),(NA),65,2216,1033,66,37,551,70,309,578,95,165,345,101,62,182
2/1/73,10497,8300,4352,3706,2197,1509,(NA),2557,545,564,186,745,66,81,291,79,(NA),(NA),245,(NA),(NA),(NA),(NA),61,2197,988,57,33,502,81,316,597,96,133,383,109,88,186
3/1/73,11592,9181,4953,4154,2633,1521,(NA),2774,611,614,203,795,66,82,301,102,(NA),(NA),300,(NA),(NA),(NA),(NA),62,2412,1063,83,36,543,81,320,640,95,211,403,140,69,194
4/1/73,12225,9664,5251,4389,2849,1540,(NA),2959,658,630,240,861,67,89,308,107,(NA),(NA),300,(NA),(NA),(NA),(NA),63,2561,1113,74,33,612,81,313,722,84,165,476,145,105,226
5/1/73,13128,10303,5629,4755,3156,1599,(NA),3155,694,659,223,975,72,93,321,117,(NA),(NA),337,(NA),(NA),(NA),(NA),70,2825,1143,74,34,619,87,329,881,105,207,489,170,92,227
6/1/73,13592,10709,5879,5046,3374,1672,(NA),3258,764,662,223,1010,70,101,307,122,(NA),(NA),357,(NA),(NA),(NA),(NA),75,2883,1053,82,42,513,83,332,1008,106,222,494,187,80,227
7/1/73,13976,11137,6160,5221,3497,1724,(NA),3369,804,673,218,1058,78,98,327,113,(NA),(NA),349,(NA),(NA),(NA),(NA),85,2839,1010,83,34,540,81,271,1076,102,172,480,168,103,208
8/1/73,14404,11356,6290,5269,3508,1761,(NA),3408,827,688,225,1068,80,102,307,112,(NA),(NA),380,(NA),(NA),(NA),(NA),88,3049,1052,75,34,529,86,327,1135,104,206,551,197,101,254
9/1/73,14174,11061,6052,5097,3352,1745,(NA),3360,839,693,208,1038,77,93,305,108,(NA),(NA),347,(NA),(NA),(NA),(NA),92,3113,1076,64,38,543,89,341,1165,91,226,555,226,92,237
10/1/73,13956,10981,5784,4824,3133,1691,(NA),3503,892,705,218,1082,82,90,331,104,(NA),(NA),385,(NA),(NA),(NA),(NA),88,2975,1118,114,41,566,90,305,1052,97,226,483,175,86,222
11/1/73,13382,10536,5436,4477,2864,1613,(NA),3404,872,696,214,1034,81,84,320,103,(NA),(NA),390,(NA),(NA),(NA),(NA),83,2847,1138,97,43,576,79,344,920,95,208,485,191,122,172
12/1/73,12020,9588,4691,3772,2256,1516,(NA),3260,918,659,198,928,72,81,315,90,(NA),(NA),354,(NA),(NA),(NA),(NA),81,2431,1056,72,47,554,91,291,730,96,170,380,145,68,167
1/1/74,10814,8510,4042,3253,1927,1326,(NA),2862,760,598,175,817,66,68,298,78,(NA),(NA),272,(NA),(NA),(NA),(NA),75,2304,992,59,43,554,92,244,642,98,145,428,145,94,190
2/1/74,10807,8239,3715,2984,1749,1235,(NA),2933,800,641,170,821,70,66,292,74,(NA),(NA),281,(NA),(NA),(NA),(NA),68,2568,1144,73,43,560,89,378,702,92,157,474,176,86,212
3/1/74,11597,8931,4186,3307,2075,1232,(NA),3075,848,625,166,885,81,64,315,91,(NA),(NA),359,(NA),(NA),(NA),(NA),67,2665,1104,68,44,566,97,329,705,100,181,576,208,112,256
4/1/74,12617,9526,4559,3555,2309,1245,(NA),3298,881,680,177,981,79,71,327,102,(NA),(NA),365,(NA),(NA),(NA),(NA),68,3092,1278,92,44,655,103,383,896,106,208,604,227,113,264
5/1/74,13495,10013,4918,3855,2572,1283,(NA),3377,945,673,164,1015,83,66,320,110,(NA),(NA),383,(NA),(NA),(NA),(NA),77,3482,1423,76,48,751,112,436,1083,98,220,657,259,105,293
6/1/74,13736,10240,5049,3995,2819,1176,(NA),3424,977,696,157,1020,83,72,320,99,(NA),(NA),381,(NA),(NA),(NA),(NA),85,3495,1303,79,65,606,127,426,1137,104,316,635,230,124,281
7/1/74,14252,10705,5458,4209,2979,1231,(NA),3402,964,654,145,1057,91,72,312,107,(NA),(NA),380,(NA),(NA),(NA),(NA),88,3547,1283,97,42,607,94,443,1290,94,211,669,259,120,291
8/1/74,14588,10921,5606,4219,3022,1198,(NA),3454,983,675,148,1066,92,70,315,106,(NA),(NA),385,(NA),(NA),(NA),(NA),91,3667,1349,100,42,670,89,447,1271,95,232,719,253,139,328
9/1/74,14172,10596,5342,4014,2938,1076,(NA),3416,930,712,139,1054,93,63,317,108,(NA),(NA),362,(NA),(NA),(NA),(NA),97,3576,1266,120,41,610,95,401,1355,104,274,577,204,113,260
